,id,name,state
620,18601,FRIESACH,Kärnten
621,18704,ST.ANDRAE/LAVANTTAL,Kärnten
622,18811,WOLFSBERG,Kärnten
623,19200,BAD GLEICHENBERG,Steiermark
624,20116,VILLACH/VASSACH,Kärnten
625,20123,VILLACH-STADT,Kärnten
626,20219,POERTSCHACH,Kärnten
627,20403,ST.MICHAEL ob BLEIBURG,Kärnten
628,20501,ST.PAUL/LAVANTTAL,Kärnten
629,20903,BAD RADKERSBURG,Steiermark
630,21101,LOIBL/TUNNEL,Kärnten
631,7950,ANDAU,Burgenland
632,8205,BREGENZ/MEHRERAU,Vorarlberg
633,8301,SULZBERG,Vorarlberg
634,8800,ACHENKIRCH,Tirol
635,8805,ACHENKIRCH,Tirol
636,9000,KIRCHBICHL,Tirol
637,9010,KUFSTEIN,Tirol
638,9016,KUFSTEIN,Tirol
639,9450,ST.KOLOMAN,Salzburg
640,9500,ABTENAU,Salzburg
641,9509,ST.WOLFGANG,Oberösterreich
642,9510,ST.WOLFGANG,Oberösterreich
643,9611,BAD ISCHL,Oberösterreich
644,9613,BAD ISCHL,Oberösterreich
645,9616,BAD ISCHL,Oberösterreich
646,9617,BAD ISCHL,Oberösterreich
647,9618,BAD ISCHL,Oberösterreich
648,9630,SCHOENBERGALM,Salzburg
649,9643,BAD AUSSEE,Steiermark
650,10110,PRAEBICHL,Steiermark
651,10401,MUERZZUSCHLAG,Steiermark
652,10511,REICHENAU/RAX,Niederösterreich
653,12310,SCHMITTENHOEHE,Salzburg
654,12352,HOCHFILZEN,Tirol
655,12351,HOCHFILZEN,Tirol
656,12411,SAALFELDEN,Salzburg
657,12500,BISCHOFSHOFEN,Salzburg
658,12504,BISCHOFSHOFEN,Salzburg
659,16003,NEUMARKTER SATTEL,Steiermark
660,16000,NEUMARKT,Steiermark
661,15920,MURAU,Steiermark
662,15912,STOLZALPE,Steiermark
663,15910,STOLZALPE,Steiermark
664,15905,KRAKAUEBENE,Steiermark
665,15901,OBERWOELZ,Steiermark
666,15800,FLATTNITZ,Kärnten
667,15712,TAMSWEG,Salzburg
668,15711,TAMSWEG,Salzburg
669,15709,TAMSWEG,Salzburg
670,15708,TAMSWEG,Salzburg
671,15706,TAMSWEG,Salzburg
672,15702,ST.MICHAEL/LUNGAU,Salzburg
673,15700,ST.MICHAEL IM LUNGAU,Salzburg
674,12506,BISCHOFSHOFEN-BUCHBERG,Salzburg
675,15624,OBERTAUERN,Salzburg
676,15623,OBERTAUERN,Salzburg
677,12520,MITTERBERG,Salzburg
678,12607,RADSTADT-LOEBENAU,Salzburg
679,12608,RADSTADT,Salzburg
680,12615,RADSTADT,Salzburg
681,12610,RADSTADT,Salzburg
682,12616,RADSTADT-TANDALIER,Salzburg
683,12700,ROHRMOOS,Steiermark
684,12800,KLEINSOELK,Steiermark
685,15515,BAD GASTEIN/BOECKSTEIN,Salzburg
686,15506,BAD HOFGASTEIN,Salzburg
687,15504,BAD GASTEIN,Salzburg
688,15501,BAD GASTEIN,Salzburg
689,15421,HEILIGENBLUT,Kärnten
690,15420,HEILIGENBLUT,Kärnten
691,15412,SONNBLICK-FENSTERHUETTE,Salzburg
692,15411,SONNBLICK (TAWES),Salzburg
693,15403,RAURIS,Salzburg
694,15402,RAURIS,Salzburg
695,15400,RAURIS,Salzburg
696,15344,KALS,Tirol
697,15341,KALS-GROSSDORF,Tirol
698,15322,RUDOLFSHUETTE/WEISSSEE,Salzburg
699,15310,MOOSERBODEN,Salzburg
700,15300,ENZINGERBODEN,Salzburg
701,12208,KITZBUEHEL,Tirol
702,15105,KRIMML,Salzburg
703,15101,KRIMML,Salzburg
704,15011,ZELL AM ZILLER - ROHRBERG,Tirol
705,15010,ZELL AM ZILLER,Tirol
706,15002,MAYRHOFEN,Tirol
707,14834,STEINACH/TIROL,Tirol
708,14821,RINN,Tirol
709,14820,RINN,Tirol
710,14810,PATSCHERKOFEL,Tirol
711,14809,PATSCHERKOFEL,Tirol
712,14808,PATSCHERKOFEL,Tirol
713,14806,PATSCHERKOFEL,Tirol
714,14802,BRENNER,Tirol
715,14800,BRENNER,Tirol
716,14701,NEUSTIFT/MILDERS,Tirol
717,14630,UMHAUSEN,Tirol
718,14622,ST.LEONHARD/PITZTAL,Tirol
719,14620,PIOESMES,Tirol
720,14605,HAIMING,Tirol
721,14603,HAIMING,Tirol
722,13000,OBERZEIRING,Steiermark
723,14600,HAIMING,Tirol
724,14520,PRUTZ,Tirol
725,14513,IMST,Tirol
726,13020,TRIEBEN,Steiermark
727,14511,IMST,Tirol
728,14510,IMST,Tirol
729,14403,LANDECK,Tirol
730,14401,LANDECK,Tirol
731,14311,LANGEN AM ARLBERG,Vorarlberg
732,14308,VALLUGA,Tirol
733,14305,GALZIG,Tirol
734,14304,ST.ANTON AM ARLBERG,Tirol
735,14302,ST.ANTON AM ARLBERG,Tirol
736,14301,ST.ANTON AM ARLBERG,Tirol
737,14150,Bludenz Bleiche,Vorarlberg
738,14135,SCHLINS,Vorarlberg
739,14115,BRAND,Vorarlberg
740,14109,BLUDENZ,Vorarlberg
741,14108,BLUDENZ,Vorarlberg
742,14107,BLUDENZ,Vorarlberg
743,14105,BLUDENZ,Vorarlberg
744,14103,BLUDENZ,Vorarlberg
745,14100,BUERS,Vorarlberg
746,13907,LUTZMANNSBURG,Burgenland
747,13905,LUTZMANNSBURG,Burgenland
748,13800,GLASHUETTEN,Burgenland
749,13702,BERNSTEIN,Burgenland
750,13700,BERNSTEIN,Burgenland
751,13640,KROISEGG,Burgenland
752,13605,HARTBERG,Steiermark
753,13600,ALTENBERG/HARTBERG,Steiermark
754,13500,BIRKFELD,Steiermark
755,13400,RECHBERG,Steiermark
756,13312,LEOBEN,Steiermark
757,13100,KALWANG,Steiermark
758,13120,KALWANG,Steiermark
759,13115,SECKAU,Steiermark
760,13116,SECKAU,Steiermark
761,13302,BRUCK/MUR,Steiermark
762,13301,BRUCK/MUR,Steiermark
763,7013,WAIDHOFEN/YBBS,Niederösterreich
764,7890,NEUSIEDL AM SEE,Burgenland
765,8806,ACHENKIRCH CAMPINGPLATZ,Tirol
766,19711,KORNAT,Kärnten
767,11113,DORNBIRN,Vorarlberg
768,10410,SEMMERING,Niederösterreich
769,17004,GALTUER,Tirol
770,12720,DACHSTEIN-HUNERKOGEL,Oberösterreich
771,12721,DACHSTEIN-SCHLADMING GLETSCHER,Oberösterreich
772,12231,MITTERSILL,Salzburg
773,20220,POERTSCHACH,Kärnten
774,5935,WIEN-DONAUFELD,Wien
775,6512,MONDSEE,Oberösterreich
776,15321,RUDOLFSHUETTE,Salzburg
777,2,AIGEN/ENNSTAL,Steiermark
778,3,ALLENTSTEIG,Niederösterreich
779,4,AMSTETTEN,Niederösterreich
780,5,BAD AUSSEE,Steiermark
781,6,BAD BLEIBERG,Kärnten
782,7,BAD GASTEIN,Salzburg
783,8,BAD GLEICHENBERG,Steiermark
784,11,BAD RADKERSBURG,Steiermark
785,12,BADEN,Niederösterreich
786,13,BERNSTEIN,Burgenland
787,14,BISCHOFSHOFEN,Salzburg
788,15,BREGENZ,Vorarlberg
789,16,BRENNER,Tirol
790,17,BRUCK/MUR,Steiermark
791,18,BRUCKNEUDORF,Burgenland
792,20,EHRWALD,Tirol
793,21,BAD EISENKAPPEL,Kärnten
794,22,EISENSTADT-NORDOST,Burgenland
795,23,ENNS,Oberösterreich
796,24,FELDKIRCH,Vorarlberg
797,26,FREISTADT,Oberösterreich
798,27,GALLSPACH,Oberösterreich
799,28,GALTUER,Tirol
800,29,GMUNDEN,Oberösterreich
801,30,GRAZ-UNIVERSITAET,Steiermark
802,31,GROSS-ENZERSDORF,Niederösterreich
803,32,GUMPOLDSKIRCHEN,Niederösterreich
804,33,MARTINSBERG,Niederösterreich
805,34,HEILIGENBLUT,Kärnten
806,35,HIEFLAU,Steiermark
807,36,HOHE WAND/HOCHKOGELHAUS,Niederösterreich
808,37,SCHOENGRABERN,Niederösterreich
809,38,IMST,Tirol
810,39,INNSBRUCK-UNIV.,Tirol
811,42,JENBACH,Tirol
812,43,KALS,Tirol
813,44,KALWANG,Steiermark
814,45,KOENIGSWIESEN,Oberösterreich
815,46,KREMS,Niederösterreich
816,47,KRIMML,Salzburg
817,48,KLAGENFURT-FLUGHAFEN,Kärnten
818,49,KLEINZICKEN,Burgenland
819,50,LANDECK,Tirol
820,51,LANGENLEBARN,Niederösterreich
821,52,LANGENLOIS,Niederösterreich
822,55,LIENZ,Tirol
823,56,LINZ-STADT,Oberösterreich
824,57,LITSCHAU,Niederösterreich
825,58,LUTZMANNSBURG,Burgenland
826,59,MARIAZELL/ST.SEBASTIAN-FLUGFELD,Steiermark
827,60,MATTSEE,Salzburg
828,61,MAYRHOFEN,Tirol
829,62,MILLSTATT-KLEINDOMBRA,Kärnten
830,63,MOENICHKIRCHEN,Niederösterreich
831,64,NEUMARKT,Steiermark
832,65,NEUSIEDL AM SEE,Burgenland
833,66,OBERGURGL,Tirol
834,67,LEISER BERGE,Niederösterreich
835,68,OBERTAUERN,Salzburg
836,69,OBERVELLACH,Kärnten
837,70,POYSDORF-OST,Niederösterreich
838,71,PREITENEGG,Kärnten
839,72,PUCHBERG/SCHNEEBERG,Niederösterreich
840,73,RADSTADT-TANDALIER,Salzburg
841,74,RANDEGG,Niederösterreich
842,75,BRAUNAU/RANSHOFEN,Oberösterreich
843,76,REUTTE,Tirol
844,77,ROHRBACH,Oberösterreich
845,78,RAURIS,Salzburg
846,79,RAVELSBACH,Niederösterreich
847,80,REICHENAU/RAX,Niederösterreich
848,81,RETZ/WINDMUEHLE,Niederösterreich
849,82,RUDOLFSHUETTE,Salzburg
850,83,SAALBACH,Salzburg
851,84,SAALFELDEN,Salzburg
852,85,SCHMITTENHOEHE,Salzburg
853,86,SCHOECKL,Steiermark
854,87,SEEFELD,Tirol
855,88,SEMMERING,Niederösterreich
856,89,STIFT ZWETTL,Niederösterreich
857,90,ST.ANDRAE/LAVANTTAL,Kärnten
858,91,FEISTRITZ ob BLEIBURG,Kärnten
859,92,ST.MICHAEL/LUNGAU,Salzburg
860,93,ST.POELTEN/LANDHAUS,Niederösterreich
861,95,ST.VEIT/GLAN,Kärnten
862,97,STOLZALPE,Steiermark
863,98,TAMSWEG,Salzburg
864,99,UNKEN,Salzburg
865,100,VILLACH-STADT,Kärnten
866,101,WAIDHOFEN/YBBS,Niederösterreich
867,103,WEITENSFELD,Kärnten
868,104,WEYER,Oberösterreich
869,105,WIEN-HOHE WARTE,Wien
870,106,WIEN-MARIABRUNN,Wien
871,107,WIEN/UNTERLAA,Wien
872,109,ST.WOLFGANG,Oberösterreich
873,110,WOLFSBERG,Kärnten
874,111,WOLFSEGG,Oberösterreich
875,112,WR.NEUSTADT/FLUGPLATZ,Niederösterreich
876,114,ZELL AM ZILLER - ROHRBERG,Tirol
877,116,DEUTSCHLANDSBERG,Steiermark
878,117,BRAND,Vorarlberg
879,118,KITZBUEHEL,Tirol
880,119,ST.ANTON AM ARLBERG,Tirol
881,120,FERLACH,Kärnten
882,121,NAUDERS,Tirol
883,122,KANZELHOEHE,Kärnten
884,123,SCHWARZENAU,Niederösterreich
885,124,SECKAU,Steiermark
886,125,KOHLREITHBERG,Niederösterreich
887,126,HAIMING,Tirol
888,127,RINN,Tirol
889,128,RADENTHEIN,Kärnten
890,129,LOFER/ORT,Salzburg
891,130,SILLIAN,Tirol
892,131,SALZBURG-FLUGHAFEN,Salzburg
893,132,BAD ISCHL,Oberösterreich
894,133,FRAXERN,Vorarlberg
895,134,GAENSERNDORF-STADT,Niederösterreich
896,136,UMHAUSEN,Tirol
897,137,DOELLACH,Kärnten
898,138,PRUTZ,Tirol
899,141,RIED IM INNKREIS,Oberösterreich
900,142,KUFSTEIN,Tirol
901,144,MICHELDORF,Oberösterreich
902,145,SALZBURG-FREISAAL,Salzburg
903,146,HOLZGAU,Tirol
904,148,WEITRA,Niederösterreich
905,150,SPITTAL/DRAU,Kärnten
906,151,ACHENKIRCH CAMPINGPLATZ,Tirol
907,152,LAA/TH.KLAERANLAGE,Niederösterreich
908,153,PRAEBICHL,Steiermark
909,154,FUERSTENFELD,Steiermark
910,155,OBERNDORF/MELK,Niederösterreich
911,157,KOLLERSCHLAG,Oberösterreich
912,158,HOHENAU,Niederösterreich
913,159,REICHERSBERG,Oberösterreich
914,160,WAIZENKIRCHEN,Oberösterreich
915,161,REICHENAU/MUEHLKREIS,Oberösterreich
916,163,MONDSEE,Oberösterreich
917,164,BERNDORF,Niederösterreich
918,165,ABTENAU,Salzburg
919,166,HALL/ADMONT,Steiermark
920,167,MUERZZUSCHLAG,Steiermark
921,169,POTTSCHACH,Niederösterreich
922,170,ASPANG,Niederösterreich
923,171,DORNBIRN,Vorarlberg
924,172,SCHOPPERNAU,Vorarlberg
925,173,SCHROECKEN,Vorarlberg
926,174,MITTELBERG,Vorarlberg
927,175,INNSBRUCK-FLUGPLATZ,Tirol
928,176,HAHNENKAMM-EHRENBACHHOEHE,Tirol
929,177,UTTENDORF,Salzburg
930,178,HOCHFILZEN,Tirol
931,181,BLUDENZ,Vorarlberg
932,182,OBERWOELZ,Steiermark
933,183,GUESSING,Burgenland
934,184,PITZTALER GLETSCHER,Tirol
935,185,ST.JAKOB/DEF.,Tirol
936,186,FLATTNITZ,Kärnten
937,187,FRIESACH,Kärnten
938,188,VOELKERMARKT-GOLDBRUNNHOF,Kärnten
939,189,MELK,Niederösterreich
940,191,JAPONS,Niederösterreich
941,192,WACHTBERG BEI STEYR,Niederösterreich
942,193,JAUERLING,Niederösterreich
943,195,MITTERSILL,Salzburg
944,196,PATSCHERKOFEL,Tirol
945,197,SEIBERSDORF,Niederösterreich
946,198,POERTSCHACH,Kärnten
947,199,HORN -  WASSERWERK,Niederösterreich
948,200,GLEISDORF,Steiermark
949,201,WEIZ,Steiermark
950,202,WOERTERBERG,Burgenland
951,204,KREMSMUENSTER (TAWES),Oberösterreich
952,205,FEUERKOGEL,Oberösterreich
953,206,LOIBL/TUNNEL,Kärnten
954,207,REISSECK,Kärnten
955,208,LAAS,Kärnten
956,209,ST.PAUL/LAVANTTAL,Kärnten
957,210,ST.LEONHARD/PITZTAL,Tirol
958,211,RATTENBERG/RADFELD,Tirol
959,212,KIRCHBICHL,Tirol
960,213,SONNBLICK (TAWES),Salzburg
961,215,GARS/Kamp,Niederösterreich
962,216,HITTISAU,Vorarlberg
963,217,KAPFENBERG-FLUGFELD,Steiermark
964,218,ANDAU,Burgenland
965,219,KARLSTIFT/STADLBERG,Niederösterreich
